Study,Equipment,Component,EmissionsKgD
ERG2011,NR,TC,0.008337
ERG2011,NR,OTH,0.342456
ERG2011,NR,OTH,2.255646
ERG2011,NR,OTH,10.322633
ERG2011,NR,OTH,17.860733
ERG2011,NR,OTH,17.415574
ERG2011,NR,VL,44.775022
ERG2011,NR,OTH,18.963297
ERG2011,NR,OTH,20.465465
ERG2011,NR,TC,0.002895
ERG2011,NR,VL,0.178537
ERG2011,NR,TC,0.083938
ERG2011,NR,OTH,7.134297
ERG2011,NR,OTH,15.926893
ERG2011,NR,OTH,0.115534
ERG2011,NR,TH,2.378221
ERG2011,NR,TH,16.27671
ERG2011,NR,TH,186.965606
ERG2011,NR,TH,256.684675
ERG2011,NR,TH,1.037826
ERG2011,NR,OTH,1.725557
ERG2011,NR,TH,11.124899
ERG2011,NR,OTH,0.019998
ERG2011,NR,TC,0.024124
ERG2011,NR,VL,1.589382
ERG2011,NR,OTH,2.1668
ERG2011,NR,TH,2.251781
ERG2011,NR,OTH,4.516993
ERG2011,NR,TH,17.747982
ERG2011,NR,OTH,20.273743
ERG2011,NR,TH,502.60788
ERG2011,NR,TH,510.508084
ERG2011,NR,OTH,11.239812
ERG2011,NR,OTH,17.123891
ERG2011,NR,TH,0.008737
ERG2011,NR,TC,0.039919
ERG2011,NR,OTH,0.098369
ERG2011,NR,VL,29.46647
ERG2011,NR,VL,0.0143
ERG2011,NR,TC,0.067503
ERG2011,NR,TH,0.099344
ERG2011,NR,TC,0.180494
ERG2011,NR,OTH,6.895744
ERG2011,NR,TC,0.183044
ERG2011,NR,TH,1.885806
ERG2011,NR,TH,3.636031
ERG2011,NR,VL,8.911433
ERG2011,NR,TH,10.97089
ERG2011,NR,TC,11.552378
ERG2011,NR,VL,0.000955
ERG2011,NR,TC,0.014063
ERG2011,NR,OTH,0.127142
ERG2011,NR,OTH,3.097915
ERG2011,NR,OTH,0.122454
ERG2011,NR,TC,18.759489
ERG2011,NR,VL,0.161766
ERG2011,NR,TH,6.562572
ERG2011,NR,OTH,11.175801
ERG2011,NR,TC,0.005432
ERG2011,NR,TC,0.01315
ERG2011,NR,OTH,11.648066
ERG2011,NR,OTH,12.973866
ERG2011,NR,TC,0.020546
ERG2011,NR,OTH,3.55688
ERG2011,NR,OTH,0.227072
ERG2011,NR,OTH,0.288765
ERG2011,NR,TV,2.686956
ERG2011,NR,OTH,2.898921
ERG2011,NR,TC,0.250384
ERG2011,NR,OTH,34.42934
ERG2011,NR,TC,93.558733
ERG2011,NR,TC,0.131802
ERG2011,NR,OTH,1.214621
ERG2011,NR,OTH,0.116799
ERG2011,NR,TC,4.580723
ERG2011,NR,VL,5.913977
ERG2011,NR,TC,0.007504
ERG2011,NR,NR,0.043192
ERG2011,NR,OTH,4.189521
ERG2011,NR,OTH,12.480216
ERG2011,NR,VL,0.163277
ERG2011,NR,OTH,0.926984
ERG2011,NR,OTH,1.614463
ERG2011,NR,TC,2.876076
ERG2011,NR,OTH,7.971196
ERG2011,NR,TC,0.001552
ERG2011,NR,TC,0.054712
ERG2011,NR,OTH,0.530599
ERG2011,NR,OTH,2.054149
ERG2011,NR,OTH,6.082585
ERG2011,NR,OTH,0.253619
ERG2011,NR,VL,0.406949
ERG2011,NR,TH,22.111055
ERG2011,NR,TH,61.474386
ERG2011,NR,TC,0.011884
ERG2011,NR,TC,0.263629
ERG2011,NR,VL,14.986831
ERG2011,NR,TC,0.026008
ERG2011,NR,TC,2.388795
ERG2011,NR,TC,0.103495
ERG2011,NR,VL,3.447929
ERG2011,NR,TH,13.591613
ERG2011,NR,OTH,0.470991
ERG2011,NR,OTH,2.090617
ERG2011,NR,VL,4.241708
ERG2011,NR,VL,4.989938
ERG2011,NR,TP,10.781436
ERG2011,NR,OTH,1.996569
ERG2011,NR,TC,0.719365
ERG2011,NR,OTH,0.789206
ERG2011,NR,VT,3.047611
ERG2011,NR,NR,0.020767
ERG2011,NR,NR,0.029434
ERG2011,NR,NR,0.123377
ERG2011,NR,OTH,0.180941
ERG2011,NR,OTH,0.305386
ERG2011,NR,VL,4.844923
ERG2011,NR,OTH,9.296176
ERG2011,NR,OTH,12.415847
ERG2011,NR,TH,24.237681
ERG2011,NR,OTH,25.703986
ERG2011,NR,TP,26.162283
ERG2011,NR,TH,41.621714
ERG2011,NR,OTH,53.004679
ERG2011,NR,TP,58.224932
ERG2011,NR,TH,71.859247
ERG2011,NR,TC,0.003242
ERG2011,NR,VL,0.008308
ERG2011,NR,TC,0.038308
ERG2011,NR,TC,0.298545
ERG2011,NR,TC,0.6337
ERG2011,NR,OTH,11.409763
ERG2011,NR,TC,5.414011
ERG2011,NR,TH,7.206802
ERG2011,NR,TH,19.139566
ERG2011,NR,TH,56.589317
ERG2011,NR,TH,70.312894
ERG2011,NR,OTH,0.120138
ERG2011,NR,TH,86.96779
ERG2011,NR,TH,151.073354
ERG2011,NR,OTH,0.421013
ERG2011,NR,OTH,0.847034
ERG2011,NR,OTH,11.288962
ERG2011,NR,TC,14.920167
ERG2011,NR,OTH,0.006405
ERG2011,NR,OTH,0.020105
ERG2011,NR,NR,0.049192
ERG2011,NR,OTH,1.186564
ERG2011,NR,OTH,4.498563
ERG2011,NR,OTH,7.740495
ERG2011,NR,OTH,30.662494
ERG2011,NR,TH,3.363098
ERG2011,NR,OTH,35.286435
ERG2011,NR,VL,0.001655
ERG2011,NR,OTH,0.093249
ERG2011,NR,OTH,0.189377
ERG2011,NR,OTH,0.22304
ERG2011,NR,OTH,3.475801
ERG2011,NR,OTH,12.75916
ERG2011,NR,OTH,14.007694
ERG2011,NR,TC,15.220743
ERG2011,NR,TH,23.346835
ERG2011,NR,TH,32.51275
ERG2011,NR,TH,113.325376
ERG2011,NR,TP,0.13033
ERG2011,NR,TP,0.13033
ERG2011,NR,TC,4.317758
ERG2011,NR,TH,14.392134
ERG2011,NR,TH,204.167739
ERG2011,NR,TC,0.101773
ERG2011,NR,OTH,1.864844
ERG2011,NR,OTH,0.438275
ERG2011,NR,TV,48.844038
ERG2011,NR,TV,50.076991
ERG2011,NR,OTH,0.007106
ERG2011,NR,VL,0.101086
ERG2011,NR,TC,0.125316
ERG2011,NR,TC,0.143677
ERG2011,NR,TC,0.287071
ERG2011,NR,TC,0.589381
ERG2011,NR,OTH,0.680912
ERG2011,NR,OTH,1.120737
ERG2011,NR,OTH,1.857767
ERG2011,NR,OTH,2.156644
ERG2011,NR,OTH,2.606125
ERG2011,NR,OTH,4.865054
ERG2011,NR,OTH,6.240555
ERG2011,NR,OTH,6.890759
ERG2011,NR,OTH,6.902757
ERG2011,NR,OTH,7.347162
ERG2011,NR,TH,7.660863
ERG2011,NR,TC,9.411803
ERG2011,NR,TH,11.612553
ERG2011,NR,OTH,13.146642
ERG2011,NR,TH,17.825617
ERG2011,NR,VL,3.755528
ERG2011,NR,OTH,5.181084
ERG2011,NR,OTH,5.641277
ERG2011,NR,OTH,8.978
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.70211
ERG2011,NR,TC,1.132146
ERG2011,NR,TH,1.965576
ERG2011,NR,VL,3.923053
ERG2011,NR,OTH,6.644531
ERG2011,NR,OTH,16.183209
ERG2011,NR,TH,24.820324
ERG2011,NR,TP,32.36093
ERG2011,NR,TC,0.008333
ERG2011,NR,TC,0.034567
ERG2011,NR,OTH,0.088733
ERG2011,NR,OTH,1.402683
ERG2011,NR,OTH,7.688958
ERG2011,NR,OTH,12.555923
ERG2011,NR,TV,13.511661
ERG2011,NR,OTH,0.003329
ERG2011,NR,OTH,0.004356
ERG2011,NR,TC,1.216672
ERG2011,NR,TC,2.702076
ERG2011,NR,TC,3.016235
ERG2011,NR,OTH,6.242341
ERG2011,NR,TC,7.427458
ERG2011,NR,TC,15.750003
ERG2011,NR,TH,24.770261
ERG2011,NR,TH,25.712245
ERG2011,NR,OTH,0.002155
ERG2011,NR,TC,0.003101
ERG2011,NR,NR,0.007186
ERG2011,NR,OTH,0.008333
ERG2011,NR,NR,0.071827
ERG2011,NR,TV,0.211065
ERG2011,NR,TC,0.217221
ERG2011,NR,OTH,0.328387
ERG2011,NR,TH,5.864269
ERG2011,NR,TH,6.802934
ERG2011,NR,TV,6.931368
ERG2011,NR,TH,9.91072
ERG2011,NR,TH,10.541908
ERG2011,NR,TV,12.697057
ERG2011,NR,TH,15.251111
ERG2011,NR,TV,19.951103
ERG2011,NR,TH,24.976623
ERG2011,NR,TH,25.015037
ERG2011,NR,TV,25.705421
ERG2011,NR,TH,26.139101
ERG2011,NR,TH,26.686493
ERG2011,NR,TH,26.851749
ERG2011,NR,TH,27.575075
ERG2011,NR,OTH,30.336048
ERG2011,NR,OTH,32.230641
ERG2011,NR,TV,34.92999
ERG2011,NR,OTH,38.972331
ERG2011,NR,OTH,51.289719
ERG2011,NR,TH,52.117868
ERG2011,NR,TV,123.29729
ERG2011,NR,TV,167.49643
ERG2011,NR,TH,221.297592
ERG2011,NR,NR,0.054073
ERG2011,NR,TC,1.099822
ERG2011,NR,TC,2.666775
ERG2011,NR,OTH,5.673776
ERG2011,NR,OTH,6.486872
ERG2011,NR,OTH,25.869486
ERG2011,NR,TC,37.837867
ERG2011,NR,OTH,48.018939
ERG2011,NR,TC,1.019121
ERG2011,NR,TC,1.179975
ERG2011,NR,TC,1.425689
ERG2011,NR,NR,0.19403
ERG2011,NR,NR,0.243095
ERG2011,NR,OTH,0.686842
ERG2011,NR,OTH,0.878129
ERG2011,NR,OTH,0.952051
ERG2011,NR,OTH,1.170522
ERG2011,NR,OTH,1.600754
ERG2011,NR,TC,1.641153
ERG2011,NR,OTH,3.458505
ERG2011,NR,OTH,4.026619
ERG2011,NR,TC,7.855529
ERG2011,NR,TC,8.991706
ERG2011,NR,OTH,23.129931
ERG2011,NR,OTH,24.354011
ERG2011,NR,OTH,29.082805
ERG2011,NR,TH,95.366539
ERG2011,NR,TC,0.777562
ERG2011,NR,OTH,12.041874
ERG2011,NR,TH,0.717918
ERG2011,NR,OTH,0.000987
ERG2011,NR,TC,0.038497
ERG2011,NR,TC,3.23347
ERG2011,NR,TC,0.146089
ERG2011,NR,OTH,1.743005
ERG2011,NR,OTH,3.829672
ERG2011,NR,OTH,5.468661
ERG2011,NR,TH,6.042579
ERG2011,NR,TC,36.479891
ERG2011,NR,TC,0.401963
ERG2011,NR,TH,12.639541
ERG2011,NR,NR,0.009416
ERG2011,NR,OTH,0.904826
ERG2011,NR,TH,33.315636
ERG2011,NR,OTH,0.000468
ERG2011,NR,TH,0.026231
ERG2011,NR,TC,0.049809
ERG2011,NR,TC,0.243652
ERG2011,NR,TC,0.469869
ERG2011,NR,OTH,1.970851
ERG2011,NR,TC,2.355878
ERG2011,NR,TC,2.405316
ERG2011,NR,OTH,2.549276
ERG2011,NR,OTH,4.068078
ERG2011,NR,OTH,4.445566
ERG2011,NR,TC,5.152608
ERG2011,NR,TH,16.768855
ERG2011,NR,TH,19.874104
ERG2011,NR,TH,22.095699
ERG2011,NR,TH,26.107553
ERG2011,NR,TH,27.879261
ERG2011,NR,TH,27.92936
ERG2011,NR,OTH,31.876231
ERG2011,NR,TH,57.731096
ERG2011,NR,TP,65.106195
ERG2011,NR,TH,120.347255
ERG2011,NR,OTH,2.003748
ERG2011,NR,OTH,5.763708
ERG2011,NR,OTH,8.091594
ERG2011,NR,OTH,8.139524
ERG2011,NR,TV,44.672924
ERG2011,NR,VL,58.105494
ERG2011,NR,OTH,2.11742
ERG2011,NR,TC,5.618419
ERG2011,NR,OTH,23.630109
ERG2011,NR,TH,62.872244
ERG2011,NR,TH,11.383774
ERG2011,NR,OEL,1.995945
ERG2011,NR,REG,0.001757
ERG2011,NR,OEL,0.194454
ERG2011,NR,VL,0.731595
ERG2011,NR,TH,18.525024
ERG2011,NR,OEL,1.999039
ERG2011,NR,TC,0.009868
ERG2011,NR,OTH,0.01154
ERG2011,NR,TC,0.060015
ERG2011,NR,OTH,1.27508
ERG2011,NR,OTH,1.565868
ERG2011,NR,OTH,9.338993
ERG2011,NR,OTH,13.573469
ERG2011,NR,VL,21.512933
ERG2011,NR,TC,0.007439
ERG2011,NR,OTH,0.093093
ERG2011,NR,TC,0.124391
ERG2011,NR,OTH,0.726807
ERG2011,NR,OTH,1.118587
ERG2011,NR,OTH,1.518278
ERG2011,NR,OTH,5.890755
ERG2011,NR,OTH,6.070088
ERG2011,NR,TC,12.921624
ERG2011,NR,TC,0.017547
ERG2011,NR,TC,0.083044
ERG2011,NR,OTH,0.518492
ERG2011,NR,OTH,0.639516
ERG2011,NR,OTH,5.194031
ERG2011,NR,OTH,5.914365
ERG2011,NR,OTH,10.993658
ERG2011,NR,OTH,11.107738
ERG2011,NR,OTH,17.628413
ERG2011,NR,OTH,19.262277
ERG2011,NR,TC,5.609409
ERG2011,NR,TH,18.511615
ERG2011,NR,TH,153.687804
ERG2011,NR,NR,0.004254
ERG2011,NR,NR,0.008186
ERG2011,NR,OTH,0.04134
ERG2011,NR,OTH,3.447581
ERG2011,NR,OTH,3.842131
ERG2011,NR,OTH,6.542272
ERG2011,NR,OTH,2.843215
ERG2011,NR,OTH,3.104773
ERG2011,NR,OTH,5.322721
ERG2011,NR,TH,9.52013
ERG2011,NR,TH,24.535362
ERG2011,NR,TC,1.996569
ERG2011,NR,OTH,6.976437
ERG2011,NR,TH,37.847752
ERG2011,NR,TH,88.79649
ERG2011,NR,TC,3.989251
ERG2011,NR,TH,4.061939
ERG2011,NR,TC,0.163886
ERG2011,NR,OTH,0.578403
ERG2011,NR,OTH,5.595214
ERG2011,NR,TH,29.782826
ERG2011,NR,TV,288.645506
ERG2011,NR,TC,0.037923
ERG2011,NR,OTH,0.315557
ERG2011,NR,TC,0.55355
ERG2011,NR,OTH,1.271651
ERG2011,NR,TC,5.290075
ERG2011,NR,TC,5.921265
ERG2011,NR,TC,12.742883
ERG2011,NR,TC,15.217491
ERG2011,NR,OTH,16.111115
ERG2011,NR,TP,22.455283
ERG2011,NR,OTH,54.081985
ERG2011,NR,OTH,150.77953
ERG2011,NR,TP,182.693176
ERG2011,NR,TP,194.656594
ERG2011,NR,TH,279.236847
ERG2011,NR,TC,0.005065
ERG2011,NR,TC,0.010819
ERG2011,NR,TC,0.099115
ERG2011,NR,TC,9.105956
ERG2011,NR,NR,0.00477
ERG2011,NR,TC,0.014916
ERG2011,NR,TC,0.088709
ERG2011,NR,TC,3.864199
ERG2011,NR,TC,0.008335
ERG2011,NR,OTH,27.508015
ERG2011,NR,OTH,0.008333
ERG2011,NR,TC,0.254652
ERG2011,NR,TP,10.894917
ERG2011,NR,TH,56.965922
ERG2011,NR,NR,0.002905
ERG2011,NR,TC,0.005703
ERG2011,NR,OTH,0.04394
ERG2011,NR,NR,0.045144
ERG2011,NR,NR,0.509623
ERG2011,NR,TC,0.758748
ERG2011,NR,TC,0.040112
ERG2011,NR,OTH,0.139481
ERG2011,NR,TC,0.388507
ERG2011,NR,TC,0.595622
ERG2011,NR,TC,0.615284
ERG2011,NR,OTH,0.826344
ERG2011,NR,OTH,1.572437
ERG2011,NR,OTH,1.727736
ERG2011,NR,OTH,2.132715
ERG2011,NR,VL,2.624457
ERG2011,NR,TC,2.817368
ERG2011,NR,TC,3.734511
ERG2011,NR,OTH,9.150143
ERG2011,NR,TC,9.95029
ERG2011,NR,TC,10.079919
ERG2011,NR,OTH,28.949772
ERG2011,NR,OTH,29.459812
ERG2011,NR,TC,56.995304
ERG2011,NR,OTH,59.075301
ERG2011,NR,OTH,71.41346
ERG2011,NR,TH,13.79674
ERG2011,NR,OTH,0.078806
ERG2011,NR,OTH,0.400017
ERG2011,NR,OTH,7.344399
ERG2011,NR,TH,21.810357
ERG2011,NR,NR,0.053786
ERG2011,NR,VL,0.251403
ERG2011,NR,TC,0.735579
ERG2011,NR,OTH,3.387476
ERG2011,NR,OTH,4.798271
ERG2011,NR,TH,13.336971
ERG2011,NR,TH,23.191064
ERG2011,NR,VL,29.90175
ERG2011,NR,OTH,55.488596
ERG2011,NR,TH,4.86249
ERG2011,NR,OTH,15.569172
ERG2011,NR,TC,0.390675
ERG2011,NR,TC,0.97378
ERG2011,NR,OTH,3.160778
ERG2011,NR,OTH,18.928924
ERG2011,NR,OTH,19.149698
ERG2011,NR,OTH,0.019626
ERG2011,NR,OTH,0.094942
ERG2011,NR,OTH,0.908023
ERG2011,NR,OTH,1.101036
ERG2011,NR,OTH,5.507904
ERG2011,NR,OTH,6.022194
ERG2011,NR,TC,0.035434
ERG2011,NR,OTH,3.565289
ERG2011,NR,OTH,3.567392
ERG2011,NR,OTH,9.784404
ERG2011,NR,OTH,17.859885
ERG2011,NR,TV,20.496763
ERG2011,NR,OTH,59.192122
ERG2011,NR,NR,0.006975
ERG2011,NR,NR,0.010327
ERG2011,NR,TC,0.709205
ERG2011,NR,VT,2.541119
ERG2011,NR,OTH,4.212337
ERG2011,NR,TV,10.445229
ERG2011,NR,OTH,2.110161
ERG2011,NR,VL,1.90368
ERG2011,NR,OTH,13.795097
ERG2011,NR,TC,0.166117
ERG2011,NR,TC,0.376546
ERG2011,NR,OTH,1.774487
ERG2011,NR,OTH,2.296008
ERG2011,NR,OTH,3.406207
ERG2011,NR,OTH,8.76265
ERG2011,NR,OTH,10.870484
ERG2011,NR,TP,14.594962
ERG2011,NR,OTH,46.058573
ERG2011,NR,OTH,106.443153
ERG2011,NR,VL,0.119101
ERG2011,NR,OTH,10.723924
ERG2011,NR,TC,7.481068
ERG2011,NR,TC,0.008747
ERG2011,NR,TC,0.015227
ERG2011,NR,OTH,0.031976
ERG2011,NR,TC,0.04307
ERG2011,NR,OTH,0.158753
ERG2011,NR,OTH,0.831144
ERG2011,NR,TC,2.379096
ERG2011,NR,TC,12.296739
ERG2011,NR,OTH,18.97964
ERG2011,NR,OTH,21.268884
ERG2011,NR,OTH,31.46463
ERG2011,NR,OTH,39.527486
ERG2011,NR,TH,66.904299
ERG2011,NR,OTH,83.469629
ERG2011,NR,OTH,90.852742
ERG2011,NR,OTH,104.93182
ERG2011,NR,TP,186.648253
ERG2011,NR,OTH,384.409961
ERG2011,NR,TC,0.004958
ERG2011,NR,TC,0.010513
ERG2011,NR,VL,0.040918
ERG2011,NR,OTH,0.090068
ERG2011,NR,TC,0.277424
ERG2011,NR,VL,0.315552
ERG2011,NR,TC,0.510674
ERG2011,NR,TC,0.556682
ERG2011,NR,OTH,0.690118
ERG2011,NR,VL,0.914605
ERG2011,NR,OTH,1.294198
ERG2011,NR,TC,3.106753
ERG2011,NR,OTH,3.32511
ERG2011,NR,OTH,4.002234
ERG2011,NR,TP,19.22607
ERG2011,NR,TH,24.993433
ERG2011,NR,TP,27.561382
ERG2011,NR,TH,27.670407
ERG2011,NR,TC,34.823518
ERG2011,NR,TH,38.346166
ERG2011,NR,TH,42.25375
ERG2011,NR,TH,46.440112
ERG2011,NR,TH,47.742402
ERG2011,NR,TH,66.1828
ERG2011,NR,TH,83.016856
ERG2011,NR,TH,107.324118
ERG2011,NR,TC,0.078788
ERG2011,NR,OTH,2.986604
ERG2011,NR,TH,0.090695
ERG2011,NR,OTH,0.933679
ERG2011,NR,OTH,0.960286
ERG2011,NR,OTH,5.07555
ERG2011,NR,OTH,5.233257
ERG2011,NR,OTH,5.274918
ERG2011,NR,OTH,5.472752
ERG2011,NR,OTH,6.055297
ERG2011,NR,OTH,6.133719
ERG2011,NR,TC,8.519139
ERG2011,NR,TP,11.277947
ERG2011,NR,OTH,0.091562
ERG2011,NR,VL,0.470057
ERG2011,NR,OTH,2.009058
ERG2011,NR,OTH,3.460466
ERG2011,NR,TC,0.013545
ERG2011,NR,TC,0.556644
ERG2011,NR,TC,1.17339
ERG2011,NR,OTH,2.324904
ERG2011,NR,OTH,3.440022
ERG2011,NR,OTH,4.262952
ERG2011,NR,OTH,6.426175
ERG2011,NR,TP,17.803342
ERG2011,NR,OTH,52.343778
ERG2011,NR,OTH,0.030193
ERG2011,NR,TC,0.057651
ERG2011,NR,VL,0.54067
ERG2011,NR,OTH,1.208974
ERG2011,NR,VL,5.870392
ERG2011,NR,OTH,6.286062
ERG2011,NR,OTH,6.423767
ERG2011,NR,VL,6.958003
ERG2011,NR,OTH,7.168171
ERG2011,NR,OTH,33.433132
ERG2011,NR,OTH,0.134342
ERG2011,NR,OTH,0.166117
ERG2011,NR,TC,10.410289
ERG2011,NR,TC,0.881451
ERG2011,NR,OTH,1.407918
ERG2011,NR,VL,4.272209
ERG2011,NR,TC,0.028051
ERG2011,NR,OTH,0.05351
ERG2011,NR,OTH,1.232727
ERG2011,NR,OTH,3.482427
ERG2011,NR,OTH,6.797316
ERG2011,NR,OTH,7.383634
ERG2011,NR,TH,9.209683
ERG2011,NR,TC,0.097492
ERG2011,NR,OTH,0.571107
ERG2011,NR,OTH,6.677894
ERG2011,NR,TH,22.869093
ERG2011,NR,TC,0.033053
ERG2011,NR,TC,1.347371
ERG2011,NR,OTH,1.901236
ERG2011,NR,VL,2.619297
ERG2011,NR,OTH,0.005805
ERG2011,NR,TC,0.009229
ERG2011,NR,TC,0.027523
ERG2011,NR,OTH,0.158765
ERG2011,NR,OTH,0.168028
ERG2011,NR,TC,0.194076
ERG2011,NR,OTH,1.265488
ERG2011,NR,OTH,1.656559
ERG2011,NR,TC,2.13812
ERG2011,NR,OTH,2.215591
ERG2011,NR,TC,2.570814
ERG2011,NR,TC,2.618171
ERG2011,NR,OTH,4.057404
ERG2011,NR,OTH,5.549633
ERG2011,NR,OTH,5.713242
ERG2011,NR,OTH,5.974017
ERG2011,NR,OTH,6.05574
ERG2011,NR,OTH,6.221807
ERG2011,NR,OTH,6.517036
ERG2011,NR,OTH,7.950374
ERG2011,NR,TC,11.692645
ERG2011,NR,OTH,51.961311
ERG2011,NR,TC,0.000273
ERG2011,NR,OTH,2.516909
ERG2011,NR,VL,4.292568
ERG2011,NR,OTH,4.824064
ERG2011,NR,OTH,5.072541
ERG2011,NR,NR,0.007248
ERG2011,NR,TC,0.073112
ERG2011,NR,TC,0.610721
ERG2011,NR,OTH,0.979459
ERG2011,NR,OTH,1.961681
ERG2011,NR,OTH,3.582119
ERG2011,NR,OTH,3.926268
ERG2011,NR,OTH,6.101311
ERG2011,NR,OTH,13.254128
ERG2011,NR,TC,0.135434
ERG2011,NR,OTH,1.160628
ERG2011,NR,VL,0.014727
ERG2011,NR,TC,0.076501
ERG2011,NR,TC,2.42962
ERG2011,NR,TH,10.982797
ERG2011,NR,TH,38.572742
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.102461
ERG2011,NR,TC,0.249909
ERG2011,NR,TC,0.985957
ERG2011,NR,OTH,1.56973
ERG2011,NR,OTH,2.143659
ERG2011,NR,OTH,2.390736
ERG2011,NR,OTH,2.62424
ERG2011,NR,OTH,3.281654
ERG2011,NR,OTH,3.647483
ERG2011,NR,OTH,4.08878
ERG2011,NR,OTH,5.080064
ERG2011,NR,OTH,5.637052
ERG2011,NR,VL,6.82604
ERG2011,NR,TH,18.607182
ERG2011,NR,TH,22.738192
ERG2011,NR,TC,0.513523
ERG2011,NR,VL,0.564424
ERG2011,NR,OTH,1.070858
ERG2011,NR,TH,1.128253
ERG2011,NR,OTH,1.196518
ERG2011,NR,OTH,4.017285
ERG2011,NR,OTH,4.506894
ERG2011,NR,OTH,4.577534
ERG2011,NR,OTH,4.78035
ERG2011,NR,OTH,12.632253
ERG2011,NR,VL,12.996422
ERG2011,NR,TH,14.918032
ERG2011,NR,OTH,0.896311
ERG2011,NR,OTH,5.478098
ERG2011,NR,OTH,5.606723
ERG2011,NR,OTH,5.628218
ERG2011,NR,OTH,5.66203
ERG2011,NR,OTH,5.798453
ERG2011,NR,OTH,0.014533
ERG2011,NR,NR,0.126776
ERG2011,NR,NR,0.220873
ERG2011,NR,OTH,0.831045
ERG2011,NR,OTH,1.074169
ERG2011,NR,OTH,1.097375
ERG2011,NR,OTH,1.609398
ERG2011,NR,OTH,2.370515
ERG2011,NR,OTH,2.600712
ERG2011,NR,TC,3.899899
ERG2011,NR,TH,5.147724
ERG2011,NR,TH,7.840248
ERG2011,NR,OTH,29.922852
ERG2011,NR,TC,0.075139
ERG2011,NR,TC,0.65385
ERG2011,NR,OTH,2.316242
ERG2011,NR,OTH,3.969905
ERG2011,NR,OTH,4.336624
ERG2011,NR,OTH,4.588811
ERG2011,NR,OTH,2.218615
ERG2011,NR,OTH,10.597375
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.194062
ERG2011,NR,OTH,0.230915
ERG2011,NR,OTH,1.438828
ERG2011,NR,OTH,1.731014
ERG2011,NR,VT,2.771722
ERG2011,NR,OTH,0.368742
ERG2011,NR,OTH,0.957861
ERG2011,NR,TC,0.017446
ERG2011,NR,TC,0.023582
ERG2011,NR,TC,0.05924
ERG2011,NR,OTH,0.102468
ERG2011,NR,TC,0.309269
ERG2011,NR,TC,0.38441
ERG2011,NR,TC,0.7014
ERG2011,NR,OTH,2.880643
ERG2011,NR,TC,3.594653
ERG2011,NR,OTH,6.122041
ERG2011,NR,OTH,14.123618
ERG2011,NR,VL,0.968306
ERG2011,NR,VL,2.957473
ERG2011,NR,VL,9.647596
ERG2011,NR,VL,12.824692
ERG2011,NR,VL,18.855119
ERG2011,NR,NR,0.813117
ERG2011,NR,TC,0.129403
ERG2011,NR,TC,3.195863
ERG2011,NR,VL,20.713655
ERG2011,NR,OTH,0.530688
ERG2011,NR,OTH,0.585814
ERG2011,NR,OTH,4.505305
ERG2011,NR,OTH,20.040735
ERG2011,NR,VL,21.257393
ERG2011,NR,OTH,24.490876
ERG2011,NR,OTH,35.081679
ERG2011,NR,OTH,35.443238
ERG2011,NR,TC,0.014419
ERG2011,NR,TC,0.032147
ERG2011,NR,TC,0.039422
ERG2011,NR,OTH,2.807757
ERG2011,NR,OTH,3.23622
ERG2011,NR,OTH,7.94321
ERG2011,NR,TC,0.09579
ERG2011,NR,TC,0.14202
ERG2011,NR,OTH,0.008328
ERG2011,NR,TC,0.180357
ERG2011,NR,OTH,0.31186
ERG2011,NR,OTH,1.243627
ERG2011,NR,OTH,9.549441
ERG2011,NR,OTH,13.009911
ERG2011,NR,VL,32.630865
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,TC,0.036481
ERG2011,NR,TC,0.100111
ERG2011,NR,VL,0.197984
ERG2011,NR,TC,0.950862
ERG2011,NR,VL,1.057996
ERG2011,NR,OTH,2.527372
ERG2011,NR,OTH,3.324451
ERG2011,NR,OTH,5.618236
ERG2011,NR,TC,11.274981
ERG2011,NR,OTH,15.075669
ERG2011,NR,OTH,20.913707
ERG2011,NR,TC,22.017105
ERG2011,NR,OTH,25.948833
ERG2011,NR,OTH,26.356197
ERG2011,NR,TC,28.425554
ERG2011,NR,OTH,37.866771
ERG2011,NR,OTH,40.315873
ERG2011,NR,OTH,48.555414
ERG2011,NR,OTH,58.46112
ERG2011,NR,OTH,7.94321
ERG2011,NR,OTH,8.879449
ERG2011,NR,TC,0.008333
ERG2011,NR,OTH,0.008333
ERG2011,NR,OEL,0.09314
ERG2011,NR,OTH,4.368355
ERG2011,NR,OTH,4.649713
ERG2011,NR,TH,8.388406
ERG2011,NR,OTH,10.042448
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.040195
ERG2011,NR,VL,0.084216
ERG2011,NR,TH,0.13028
ERG2011,NR,TC,1.37251
ERG2011,NR,OTH,0.008333
ERG2011,NR,OTH,0.040195
ERG2011,NR,TC,10.211758
ERG2011,NR,TV,11.05566
ERG2011,NR,TC,61.012053
ERG2011,NR,OTH,0.008333
ERG2011,NR,TC,2.986604
ERG2011,NR,TC,3.638332
ERG2011,NR,TC,0.008333
