EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_NAME,EF_W_COMP_WORKOVERS_NO_FRAC.FACILITY_ID,EF_W_COMP_WORKOVERS_NO_FRAC.REPORTING_YEAR,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_NUM,EF_W_COMP_WORKOVERS_NO_FRAC.TABLE_DESC,EF_W_COMP_WORKOVERS_NO_FRAC.INDUSTRY_SEGMENT,EF_W_COMP_WORKOVERS_NO_FRAC.SUB_BASIN_IDENTIFIER,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_COMP_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_NO_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_COMP_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_HOURS_VENTED_TO_FLARE,EF_W_COMP_WORKOVERS_NO_FRAC.ANNUAL_CH4_EMISSIONS_FLR,EF_W_COMP_WORKOVERS_NO_FRAC.WORKOVERS_WITHOUT_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_NO_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.TOTAL_WORKOVERS_WITH_FLARING,EF_W_COMP_WORKOVERS_NO_FRAC.CH4_EMISSIONS_WKOVR_FLARING
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],260 - CHEROKEE  TX (73) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],260 - FREESTONE  TX (161) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 260 East Texas Basin Production Segment,1010396,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],260 - HARRISON  TX (203) - High permeability gas,,,,0,0,0,,,,,
XTO Energy Inc 575 Uintah,1009389,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],575 - UINTAH  UT (47) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - SEWARD  KS (175) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - FINNEY  KS (55) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRANT  KS (67) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - HAMILTON  KS (75) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - HASKELL  KS (81) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - KEARNY  KS (93) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - MORTON  KS (129) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - STANTON  KS (187) - High permeability gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - STEVENS  KS (189) - High permeability gas,,,,0,0,0,,,,,
Oxy Permian Basin - 430,1008141,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],430 - EDDY  NM (15) - Oil,,,,2,216,.042,,,,,
XTO Energy Inc 415 Strawn,1009387,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],415 - TARRANT  TX (439) - Shale gas,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - BLAINE  OK (11) - Other tight reservoir rock,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - CADDO  OK (15) - Other tight reservoir rock,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - CANADIAN  OK (17) - Other tight reservoir rock,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Other tight reservoir rock,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - WOODS  OK (151) - Other tight reservoir rock,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - WOODWARD  OK (153) - Other tight reservoir rock,,,,0,0,0,,,,,
XTO Energy Inc 350 South Oklahoma Folded Belt,1008616,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],350 - MARSHALL  OK (95) - Shale gas,,,,2,35,.19,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - KINGFISHER  OK (73) - Other tight reservoir rock,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - MAJOR  OK (93) - Other tight reservoir rock,,,,0,0,0,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],360 - WASHITA  OK (149) - Other tight reservoir rock,,,,0,0,0,,,,,
XTO Energy Inc 580 San Juan,1009142,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - High permeability gas,,,,0,0,0,,,,,
XTO Energy Inc 580 San Juan,1009142,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],580 - LA PLATA  CO (67) - Coal seam,,,,0,0,0,,,,,
XTO Energy Inc 580 San Juan,1009142,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],580 - SAN JUAN  NM (45) - Coal seam,,,,0,0,0,,,,,
Jordan Development Company  LLC,1008066,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],305 - ANTRIM  MI (9) - Shale gas,,,,1,24,0,,,,,
Jordan Development Company  LLC,1008066,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],305 - KALKASKA  MI (79) - Shale gas,,,,1,72,0,,,,,
Point Thomson Production Facility,1011831,2015,Table H.2,Gas well completions WITHOUT hydraulic fracturing (with flaring),Onshore petroleum and natural gas production [98.230(a)(2)],890 - FLAXMAN ISLAND  AK (89) - High permeability gas,,,,0,0,0,,,,,
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - WAYNE  WV (99) - High permeability gas,,,,,,,Yes,1,.049,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - CLAY  WV (15) - High permeability gas,,,,,,,Yes,2,.076,0,0
Enervest Operating  L.L.C. 160 Appalachian Basin,1009967,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - ERIE  PA (49) - High permeability gas,,,,,,,Yes,1,.04,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - KANAWHA  WV (39) - High permeability gas,,,,,,,Yes,4,.151,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - MAGOFFIN  KY (153) - High permeability gas,,,,,,,Yes,1,.045,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - MINGO  WV (59) - High permeability gas,,,,,,,Yes,1,.051,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - ROANE  WV (87) - High permeability gas,,,,,,,Yes,1,.043,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - KANAWHA  WV (39) - Shale gas,,,,,,,Yes,3,.145,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - KNOTT  KY (119) - Shale gas,,,,,,,Yes,2,.086,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - KNOTT  KY (119) - Shale gas,,,,,,,Yes,1,.042,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - LINCOLN  WV (43) - Shale gas,,,,,,,Yes,9,.387,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - LINCOLN  WV (43) - Shale gas,,,,,,,Yes,11,.498,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - LOGAN  WV (45) - Shale gas,,,,,,,Yes,16,.687,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - LOGAN  WV (45) - Shale gas,,,,,,,Yes,1,.045,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - MINGO  WV (59) - Shale gas,,,,,,,Yes,4,.213,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - MINGO  WV (59) - Shale gas,,,,,,,Yes,2,.093,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - PERRY  KY (193) - Shale gas,,,,,,,Yes,0,0,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - PIKE  KY (195) - Shale gas,,,,,,,Yes,0,0,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - ROANE  WV (87) - Shale gas,,,,,,,Yes,5,.235,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - WAYNE  WV (99) - Shale gas,,,,,,,Yes,8,.368,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - FLOYD  KY (71) - Other tight reservoir rock,,,,,,,Yes,0,0,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - JACKSON  WV (35) - Other tight reservoir rock,,,,,,,Yes,8,.394,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - JOHNSON  KY (115) - Other tight reservoir rock,,,,,,,Yes,0,0,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - KANAWHA  WV (39) - Other tight reservoir rock,,,,,,,Yes,3,.165,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - KNOTT  KY (119) - Other tight reservoir rock,,,,,,,Yes,0,0,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - LESLIE  KY (131) - Other tight reservoir rock,,,,,,,Yes,0,0,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - LINCOLN  WV (43) - Other tight reservoir rock,,,,,,,Yes,7,.336,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - LOGAN  WV (45) - Other tight reservoir rock,,,,,,,Yes,24,1.164,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - MC DOWELL  WV (47) - Other tight reservoir rock,,,,,,,Yes,16,.643,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - MINGO  WV (59) - Other tight reservoir rock,,,,,,,Yes,16,.749,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - PERRY  KY (193) - Other tight reservoir rock,,,,,,,Yes,0,0,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - PIKE  KY (195) - Other tight reservoir rock,,,,,,,Yes,0,0,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - FLOYD  KY (71) - Shale gas,,,,,,,Yes,1,.042,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - GUERNSEY  OH (59) - Shale gas,,,,,,,Yes,0,0,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - JACKSON  WV (35) - Shale gas,,,,,,,Yes,7,.339,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - MC DOWELL  WV (47) - Coal seam,,,,,,,Yes,58,3.402,0,0
CNX Gas Company LLC -160 Appalachian Basin,1008784,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - MC DOWELL  WV (47) - Coal seam,,,,,,,Yes,11,.641,0,0
CNX Gas Company LLC -160 Appalachian Basin,1008784,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - RALEIGH  WV (81) - Coal seam,,,,,,,Yes,1,.049,0,0
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - CLAY  WV (15) - Other tight reservoir rock,,,,,,,Yes,1,.058,0,0
EQT Production  LLC - Basin 160 - Appalachian,1009308,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160 - FAYETTE  WV (19) - Other tight reservoir rock,,,,,,,Yes,5,.283,0,0
Chevron 160A Appalachian Basin,1009098,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - ARMSTRONG  PA (5) - Shale gas,,,,,,,Yes,2,.174,0,0
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - BEAVER  PA (7) - Shale gas,,,,,,,Yes,4,.232,0,0
Chesapeake Appalachia LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008523,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - BRADFORD  PA (15) - Shale gas,,,,,,,Yes,9,.523,0,0
Chief Oil & Gas LLC (160A),1009485,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - BRADFORD  PA (15) - Shale gas,,,,,,,Yes,4,.233,0,0
Chesapeake Exploration LLC  160A - Appalachian Basin (Eastern Overthrust Area),1008524,2015,Table H.3,Gas well workovers WITHOUT hydraulic fracturing,Onshore petroleum and natural gas production [98.230(a)(2)],160A - CARROLL  OH (19) - Shale gas,,,,,,,Yes,8,.384,0,0
